Viscosity,Diffusivity,Amplitude,X_R,Z_R,Z_C
67.57533753640341,11.009335011790714,19.430152753806468,7.079974443260803,1.5757911541149738,3.0199652113664683
36.164882028945556,42.06087436449622,6.3130174547184374,5.366993241590205,1.6142565915504568,3.370348396191661
33.186604977232854,24.494844825458724,11.47762559772421,4.729252414434518,1.4656787587641704,3.1800882303095697
13.245499954941629,4.531200389749602,24.93945790207491,4.11304948215177,1.3053439988027487,3.3734230026175873
71.18303596508852,17.065846990717024,20.18679717288883,5.515108304809024,1.9249356757195761,2.8103989927833495
60.2820636759697,22.972636207870842,12.946832638988603,5.214498465638455,2.2655276478797726,2.678664609528006
56.089063245995575,58.568311559545464,5.792925112415855,6.964737660676077,2.4369901401449923,3.4096093347050735
40.5084455127286,31.22537461176286,17.100903794083415,3.5872531923322066,1.6345780726365975,2.9326139181284088
33.34808994040764,61.27889874371648,15.218000211870894,4.870274368032295,2.1504476240901034,3.4904408271947527
15.446647390020138,67.54049281786854,16.173238182282073,4.0867101370743315,1.6471458875516687,3.4232591423687215
57.53406390719119,38.56124193276596,16.532278973137018,2.806869933853842,2.010341652546283,2.6347761199964097
61.4154947976569,35.18267581262741,19.743692097920317,3.559864102058355,2.0491452794951615,2.594143173497828
29.191742995346363,68.91112227768382,9.543277969319998,2.285808057015714,1.3299528944309809,3.2164714095569558
42.42578131866647,8.776354406373589,23.37683398613366,4.3657598283744665,2.300282848540969,3.0474675536038
41.48373573749108,42.93142001541705,21.939693803693167,4.229697152529269,1.5543395091024896,3.0521743514805184
68.14833989283414,19.41838163952551,11.851346987669565,5.340397539713257,2.154880369174057,3.393342008077114
50.72467755143023,33.80937683438235,16.569796508013326,7.384967326205948,1.8628493136285376,3.3677736761061086
53.42643473059852,12.19167656486955,19.675788621237885,3.004075322038304,1.6276046647366271,3.0640690990768884
21.760511290474728,7.824865657637162,20.728594950036324,4.443238518978959,2.2903646877475516,2.5978656156355884
15.976382487606275,7.705187090605367,5.398516190079238,5.914120032672506,1.4526553347546722,2.748534996360501
20.201782416551577,72.42796346822907,21.32616069882364,5.406494480948787,2.4933422970700603,2.7292996743277222
21.032364148934494,63.169694607774304,21.855156149729524,5.399113136090235,2.2972556425816157,2.7081134490481653
57.931581777979424,54.99288512572643,21.64438234402915,5.146130597627886,2.28421062515545,3.3461531044906248
69.55320135077942,74.32105734171046,8.839144718456557,5.645480145686857,1.5177182088851409,2.5111712025287396
71.22621876839575,38.026429040015,16.494895999400523,2.7693672441392847,1.2945351089038315,3.035722665383994
71.62119784011682,7.458191165141315,5.063339201174701,3.1359537718682917,1.0012468774943035,3.243538736809813
40.535947599096794,67.19682124744266,21.78947126785284,4.64712571733155,1.0440316555041709,2.867820667130699
50.509887920999724,71.59530008139726,10.186789200995122,7.172204609633748,1.7893080290897432,2.6974747610999668
58.24876030616922,68.25376476548513,23.84805135946204,7.3819090659449795,1.311976867218038,2.6874825456339293
24.146055522940674,70.29607653634334,12.356396196061809,3.3735768413471394,1.5447851055543815,2.9234665384149574
54.67817048820065,2.0714777563496183,10.005789432754744,4.7976851377341445,1.8347886948565872,2.801961634194043
14.089499460896398,47.81807342104446,15.876108897382291,4.823368078239827,1.439233979268691,2.9710134065198734
58.795596796480595,2.9851901258019398,10.507572235274154,4.554404557449987,1.9041488313426695,2.888114769713798
20.56908268221187,33.88587935711048,14.579731611317243,7.820024726919984,1.9430735884796144,2.783628754818455
32.383986410935435,13.290263263595467,15.741420210365135,6.955376422830663,2.1383075510821223,2.822225049752765
35.043770631038285,41.780276792985994,8.028625727045215,6.229493635459384,1.844165366008164,3.4168443601563663
50.35858282398211,72.1758283330747,8.018376958734425,3.8256546178143465,2.3952233093121924,2.831770694350684
12.770433364354112,12.027468946260761,16.019428312000095,2.894605590658214,2.1913369368778506,3.2368515711438928
7.906469865077964,11.015473091368575,6.855553730776515,7.648064659673059,1.900275156949563,2.916823434757674
36.461475845809865,22.127858141441862,8.196270640424142,6.663079598618843,1.3648078143865585,2.5790547251104354
17.57229944461643,65.49941855996583,13.986599071222905,3.474304318680624,2.422166719230936,2.6828231985044484
4.00538207079775,59.315975510222216,23.864212578351417,6.266477910500101,1.6993368729849156,2.514839985753107
73.65569646126485,53.87607744630657,20.203038957463356,3.6061094273174072,1.202714004965432,3.452205441820276
2.689104828724123,49.887942978190836,22.5908236922023,7.2001735228134525,1.1906300103306326,2.629819073214074
12.660915113542215,24.14064900994655,19.10514366328725,3.3967725209856394,1.3271010909203613,2.655083896345925
65.0151868920377,21.53454633454863,11.279896416077404,3.3250796102446585,2.146071064503277,2.6749649490841727
26.750564790281178,32.67948432004255,6.46104745640931,2.1701291788102655,1.1112509972977473,2.9279789393576783
46.09480076136129,58.25843787009938,17.466196847219365,4.975310931722889,1.0320367178935408,2.6876154492267617
18.784787304972024,60.903341626463686,7.464647412873058,6.3546948477416505,1.1661130569348204,3.2311162378408946
11.282705216918082,29.73705517164465,21.05164048058556,4.093310707515177,2.228983962320677,3.2950832617538532
53.34620529130413,60.07336143185994,5.683283398390515,3.520524414841447,1.338739832497338,3.322388640649232
39.94893544415159,12.042601544253495,20.40725853269634,6.9142985904004615,1.3142321590287591,3.3026735520801704
60.64628378569481,68.38025605704684,15.382473230316442,6.960759914099143,1.195247926920581,3.1246526757436275
51.700439420123146,72.72827836725168,9.615115441168374,2.3003818527055624,1.5812379699180623,3.360540657424284
0.42091517243528775,8.408850455680138,13.609426089506728,7.123782694408404,1.7435078898419576,2.852374473793891
45.06739106781424,47.76284956636907,14.96094034823624,6.186037790455212,1.4585036202374109,2.8361763881536337
14.232790909779522,27.39367398805995,24.227034735879357,2.362518123877928,1.5638661449305162,2.746757956790975
40.49592175341755,49.5630806050536,22.683769627030273,4.365758902199908,1.3585046527700801,2.773743362283903
68.23457510345015,74.26150348434417,14.126411944931467,5.20679373828707,2.2482705821353717,3.0835463933975187
1.669634218324176,15.887053600873227,11.778332440697614,2.9615876926552334,1.0631610615663818,3.0441064469218277
51.334938594536226,42.10644341149847,5.005925315584754,7.646618079747283,2.4834087822394455,3.237861203951389
42.20384052915927,16.402054493233496,20.896041735300464,2.185412484914222,2.485876856500853,3.199837334992803
0.6013043756332215,54.098578262706454,24.28734205662435,6.389330724479428,2.440131206708725,3.408063963059868
18.43319431832691,7.476434214307734,14.975886324405817,2.7773804763136827,1.0671899972539387,3.225718712452927
74.91834790806836,61.179848666977,21.34645983168798,4.163996524430111,2.4826777488563847,2.562389586332907
67.14716899102272,26.167152005520876,5.954539289389135,2.2564364403369863,1.2607464044640044,2.7374820613453203
46.941081782549176,26.960621470223654,6.780868305219336,5.801466990231166,1.8728229551235998,2.603735475823273
12.823259613219978,21.343810139828147,11.920254464680081,6.365522715805446,1.7018313613263807,2.9103112111846356
11.87120506360875,23.265923153163996,7.9062090399821905,6.147649202867989,1.4082791712713454,3.470403874566882
39.441240567971434,0.4382189901147221,21.881757110029692,7.012604155924323,1.8343427508046095,2.6459712703470224
0.03126352418492684,2.9249569566269535,21.79870594825475,7.644684435388411,1.330703692957461,2.734596488804842
34.92872196009689,25.01370505221758,13.340042345611241,6.964927481592978,1.5452217060455964,3.3846311677828944
14.315053542058076,1.820948024703023,5.588456903953636,6.247801395196227,1.1927107962310404,3.4686355833555904
33.502148242624294,69.47416847656058,16.645985410234395,5.27995699943741,1.2069348947114222,2.901523463246452
6.8297670216740745,66.57335180126378,12.381527296991873,5.8051435466857635,1.8961014055295782,2.6507984709672643
57.881850648471925,25.73471063721935,9.394787336018167,7.374262890833705,2.026242307482896,2.8018425322053333
62.718082264801495,5.311151905871686,23.174235694571642,7.2320244468278005,1.4821041878871628,2.977796377658889
60.63102736677048,17.55865422605543,8.972993425661485,5.819642940682641,1.3845515127326755,2.659574281082522
1.3427424113647168,55.09552014653471,7.095794511798486,2.3660463657677115,1.5418724084491682,3.1830610487207984
74.70459654785647,39.440889070617175,19.793392429681724,6.109003511402353,1.9947637464739294,2.543782836615529
62.00833974133354,29.21705669601853,16.1186883703738,4.865972437190265,1.5996814856025683,2.9225641743242186
32.79211514340471,71.4540086048545,15.5137038052574,6.265601468375584,2.276162337202455,2.537024499236911
61.92844624376592,4.301554074568975,16.6590021648009,3.268430541221954,1.952381517399958,3.4149158005227025
25.628882830320435,52.904622497046056,12.701709781504212,6.208074035734024,1.4885039830376687,3.3100916903396147
5.693976016262253,48.50601733304872,14.095687513860348,7.38659896486312,1.1784510154788035,3.398578600869481
18.15820428875673,61.12564902526251,22.122311207131496,6.076694778464219,2.2234545083178463,2.796486954455349
6.19438997132053,60.28636415766874,17.187142968970697,3.1583396634163785,1.2580592594943092,2.5124469107112923
20.53103423875271,46.10906477503823,12.131401930797308,5.244156988876243,1.8109359717236755,3.044646608315168
52.16108380137254,16.99519114532746,20.79642464878829,7.2487750381917895,1.9783657752304031,3.379528948978842
24.459376196322584,12.886798376880492,8.507798021521726,5.464292919784763,1.0844913373890959,3.209313775511677
0.029050784477663294,15.062679466287038,16.589246051502435,3.975216791381623,1.5115856415218738,2.6766130497642897
69.21058849974649,49.79436203401368,7.4286857118337135,5.3454742945717815,2.244760987783221,3.4599978821580066
18.27356409637042,12.539478458899145,10.406960296757802,3.0612737378972534,1.9022972536133609,3.4130719725769723
63.21660347532427,55.081857320254564,20.675397870335836,6.024979429448962,1.4833188900227885,3.26984352538759
56.17420174871217,50.90570910000388,11.772052676659309,7.209576311835354,1.8676551177692151,2.5379208775428266
22.783792837758103,56.2148944326876,22.68253137734391,4.881950724946386,1.8951199283861278,2.995528205035642
17.4446848080525,74.02796364049313,13.51247558919275,4.158860387152193,2.226177525524943,3.032152969899337
45.9553944889131,38.75532146458803,15.46568033808981,7.693563986159109,2.140771784773725,3.259550974499306
15.361831053073512,8.453663263401124,16.361910560437316,6.320172770322955,1.0631754564147398,3.4807924374674153
20.582819110413126,41.47666239171651,19.430574204258996,3.8068301778120386,1.0454157732252305,2.994253553914107
