Index,Viscosity,Diffusivity,Error
0,70.02209629513749,67.31856703561357,0.21277262270450592
1,7.05063714777544,49.681817709691074,0.33645763993263245
2,4.294962038408758,56.075487166516076,0.5592480301856995
3,52.6347591037929,48.74503262587553,0.1542484313249588
4,47.795741692753374,6.885795905004943,0.7418833374977112
5,26.157812000361677,57.38425451056679,0.2617834210395813
6,61.19795005647776,54.3503718872829,0.30316832661628723
7,25.21817254847926,10.774004839104201,0.4072551727294922
8,56.65899038099727,62.25425355699666,0.3991529047489166
9,23.71127082512939,41.71762387255724,0.7035618424415588
10,8.296543969369608,60.799880823622445,0.37242454290390015
11,33.38662293348697,62.12840737017507,0.5758224129676819
12,50.47075544555597,9.7741428156837,0.2679145932197571
13,5.670766494480907,2.7909191352587093,0.6658215522766113
14,26.12653227256932,38.10202426295549,0.3439687490463257
15,65.2599848320301,46.22125047070126,0.12033811211585999
16,38.41400612877333,72.2580376721534,0.7179248929023743
17,1.256520086892906,36.75514765585325,0.4993019104003906
18,60.001468664201724,64.4775941618744,0.3216072618961334
19,20.84928620994013,35.471900942792935,0.32988879084587097
20,19.2115698304814,52.3659120584884,0.23419789969921112
21,31.36093303127915,18.464288905468894,0.36865001916885376
22,13.78860241877688,11.668161149207938,0.3981536328792572
23,18.228762568745555,13.03419606679288,0.36802938580513
24,21.72755133185023,26.69906252364759,0.2776452302932739
25,66.25042845399724,6.399551630437323,0.24715344607830048
26,58.388050707609594,1.089246169860418,0.5688720941543579
27,32.377665908591716,41.7373563191993,0.3781147003173828
28,68.51189362869772,3.2155937169931317,0.7952764630317688
29,72.83893677518182,72.95746260458738,0.3628150522708893
30,5.36531096929177,57.91441295494669,0.3169446885585785
31,1.4068361690834341,19.92304291089414,0.9789406061172485
32,47.41817093926865,72.38177014604656,0.3489904999732971
33,13.617438810909618,37.54797283572629,0.19155362248420715
34,52.42978816972266,64.90841255792772,0.2146017700433731
35,49.99689714184522,45.25124798687742,0.36723217368125916
36,68.6288349499541,70.30965812037154,0.212576225399971
37,69.4745459434604,25.761626380575603,0.3454226553440094
38,68.02760354134789,26.049307615376915,0.12194031476974487
39,15.707181293061277,3.75244196245706,0.4209548830986023
40,9.234097734086705,5.644151766948301,0.5755747556686401
