Index,Viscosity,Error
0,70.02209183138753,0.4635903537273407
1,7.050636589806696,0.34351739287376404
2,4.294961759424385,0.692773699760437
3,52.63475464004296,0.34512463212013245
4,47.795741692753374,0.3478228747844696
5,26.157812000361677,0.2629006803035736
6,61.19795005647776,0.4518272280693054
7,25.21817254847926,0.48578643798828125
8,56.658985917247314,0.26969045400619507
9,23.71127082512939,0.6717053651809692
10,8.296543969369608,0.29499101638793945
11,33.386620701611996,0.3343569040298462
12,50.47075544555597,0.4124807119369507
13,5.670766494480907,0.3142169117927551
14,26.12653227256932,0.23579107224941254
15,65.2599848320301,0.44839271903038025
16,38.41400612877333,0.2624680697917938
17,1.256520086892906,0.349452942609787
18,60.00146420045177,0.23619703948497772
19,20.849283978065152,0.43561670184135437
20,19.211567598606425,0.2929861545562744
21,31.36093303127915,0.3969101011753082
22,13.788601302839393,0.28882890939712524
23,18.228761452808065,0.48266318440437317
24,21.72755133185023,0.3545397222042084
25,66.25042399024728,0.4709606170654297
26,58.38804624385964,0.36460456252098083
27,32.377663676716736,0.3058266043663025
28,68.51189362869772,0.31359633803367615
29,72.83893231143188,0.3287540078163147
30,5.365310411323026,0.3005824685096741
31,1.4068361690834341,0.393620103597641
32,47.41817093926865,0.4671197533607483
33,13.61743769497213,0.3749651610851288
34,52.42978816972266,0.33980992436408997
35,49.99689714184522,0.3193477988243103
36,68.6288349499541,0.6150173544883728
37,69.4745459434604,0.2994843125343323
38,68.02759907759794,0.397594690322876
39,15.707181293061277,0.4193973243236542
40,9.234097176117961,0.6159065365791321
41,55.85736784577211,0.2905561923980713
42,46.776904157338194,0.3565203845500946
43,43.241382079936656,0.358085960149765
44,28.809000487792645,0.5795379877090454
45,30.85038939858352,0.4640866816043854
46,7.816650117754284,0.3802180588245392
47,72.05166519605406,0.4567440152168274
48,2.3339256484821247,0.6342218518257141
49,50.08480623341035,0.27418121695518494
50,45.653927335530476,0.3745543658733368
51,74.62510631868683,0.3328874707221985
52,33.03336176224372,0.34510964155197144
53,0.2840024662585703,0.5422755479812622
54,34.73892490910593,0.2609066367149353
55,11.619607172155535,0.2457275092601776
56,66.51831594364839,0.32221123576164246
57,71.31261104391352,0.4374020993709564
58,71.22162196488114,0.2646138668060303
59,56.29307001488864,0.4837898313999176
60,54.61380728274674,0.5783459544181824
61,54.851769792716134,0.6496895551681519
62,71.03822879808143,0.4418642818927765
63,55.7136574160504,0.34431904554367065
64,12.604856105115417,0.2616102695465088
65,27.71446891255743,0.36358579993247986
66,64.12323734161883,0.39952677488327026
67,6.012992159904012,0.2918352484703064
68,61.57886862242688,0.3325251042842865
69,56.65939658224295,0.2988739013671875
70,72.257885980111,0.3347306251525879
71,47.82226975872126,0.3439583480358124
72,5.950567732755364,0.2884351909160614
73,39.5449328892465,0.37610629200935364
74,14.775815401715876,0.326357901096344
75,56.77788682473287,0.3006092309951782
76,33.89877574804049,0.5701904296875
77,73.36560570458097,0.4320688247680664
78,31.33692252028449,0.4859132766723633
79,32.18502608376534,0.40632832050323486
80,23.27539456976471,0.4103696346282959
81,5.329607665296456,0.4177623987197876
82,8.238264692020628,0.2901403307914734
83,17.498286628076293,0.33496108651161194
84,37.92506035022301,0.4109369218349457
85,70.11181320543339,0.3274870216846466
86,61.825923791049576,0.3151095509529114
87,16.90949792246276,0.36859264969825745
88,54.910463640841954,0.32511237263679504
89,6.102779374261671,0.23302313685417175
90,17.32824676925958,0.3794510066509247
91,5.922474006491626,0.5106760263442993
92,60.1059427318407,0.39906078577041626
93,54.76574886738092,0.3080512583255768
94,6.1627119129993195,0.32554808259010315
95,49.13375966852424,0.4692886173725128
96,74.0675080658666,0.4120863378047943
97,35.40490077889862,0.5426981449127197
98,32.14620708230316,0.5030016899108887
99,73.66145858768473,0.5245659351348877
100,33.12327284566256,0.48965293169021606
101,31.188406863738876,0.23698607087135315
102,17.760173721853757,0.32438522577285767
103,52.27419970137727,0.30891385674476624
104,32.65386043690452,0.3660900294780731
105,67.03578062064543,0.2697421610355377
106,72.17523518598995,0.4836494028568268
107,34.90793364168361,0.2859046459197998
108,71.307017965223,0.4235416352748871
109,15.258301018147389,0.5142295360565186
110,35.37444014922256,0.3891421854496002
111,3.9009911886140607,0.2842285931110382
112,21.092618611102413,0.34488844871520996
113,30.278176828418708,0.43115171790122986
114,31.69354043149204,0.4597732126712799
115,29.099653102201703,0.3599150776863098
116,41.27134174838703,0.390654593706131
117,19.547933476279347,0.531197190284729
118,15.030113004636553,0.4825861155986786
119,69.63732551297932,0.4619351327419281
120,6.620206667352847,0.274705171585083
121,67.84022870959053,0.4918123781681061
122,17.315608777206478,0.38530072569847107
123,64.59766254157356,0.4280904531478882
124,42.3886897815046,0.482954740524292
125,51.528092824311734,0.473792165517807
126,71.61313300946762,0.3131798803806305
127,7.18513160775141,0.3632757365703583
