Index,Diffusivity,Error
0,67.31856703561357,0.40886014699935913
1,49.681817709691074,0.35993555188179016
2,56.075487166516076,0.7676358222961426
3,48.74503262587553,0.4291151762008667
4,6.885795905004943,0.4435651898384094
5,57.38425451056679,0.2890632748603821
6,54.3503718872829,0.46864497661590576
7,10.774004839104201,0.8166351914405823
8,62.25425355699666,0.3770502805709839
9,41.71762387255724,0.9108632802963257
10,60.799880823622445,0.5764334797859192
11,62.12840737017507,0.8741440176963806
12,9.7741428156837,0.4636794626712799
13,2.7909191352587093,0.6772266626358032
14,38.10202426295549,0.7850684523582458
15,46.22125047070126,0.46414119005203247
16,72.2580376721534,0.7959510087966919
17,36.75514765585325,1.1414741277694702
18,64.4775941618744,0.5490212440490723
19,35.471900942792935,0.22907736897468567
20,52.3659120584884,0.2894793748855591
21,18.464288905468894,0.6447200179100037
22,11.668161149207938,0.28435245156288147
23,13.03419606679288,0.5907424092292786
24,26.69906252364759,0.23501074314117432
25,6.399551630437323,0.42260250449180603
26,1.089246169860418,0.517236590385437
27,41.7373563191993,0.5065396428108215
28,3.2155937169931317,0.5073277950286865
29,72.95746260458738,0.308039128780365
30,57.91441295494669,0.2170710265636444
31,19.92304291089414,0.6706787347793579
32,72.38177014604656,0.48616817593574524
33,37.54797283572629,0.30689892172813416
34,64.90841255792772,0.160537451505661
35,45.25124798687742,0.4315618872642517
36,70.30965812037154,0.4844396412372589
37,25.761626380575603,0.256035715341568
38,26.049307615376915,0.3517244756221771
39,3.75244196245706,0.7397149801254272
40,5.644151766948301,0.6410675048828125
41,47.28480035919337,0.20147430896759033
42,3.7895367324891422,0.5057621598243713
43,3.9264252856378272,0.4679115116596222
44,66.46623236411605,0.31448057293891907
45,10.570713815936253,0.3262580335140228
46,43.47535900426198,0.4995945394039154
47,54.46394605305162,0.269098162651062
48,19.214467474390226,0.6719875931739807
49,54.603384216678855,0.535106360912323
50,39.33878266952011,0.27661943435668945
51,31.542024773695353,0.450123131275177
52,14.875731666386713,0.35376453399658203
53,30.60762988002673,0.7601715922355652
54,59.46619485542804,0.5796875953674316
55,22.737081552380634,0.45689675211906433
56,12.736475810408985,0.35195407271385193
57,59.9320500499597,0.6580570936203003
58,35.55540821105113,0.6090637445449829
59,52.40441820012776,0.6214165687561035
60,8.893722852546071,0.847121000289917
61,44.89065926362993,0.6609334349632263
62,24.721733131504084,0.5561979413032532
63,9.581810546780806,0.6088529229164124
64,46.77192620027892,0.3158949315547943
65,34.64021287648248,0.39927566051483154
66,52.80595230757127,0.7339691519737244
67,30.640898562099743,0.19504982233047485
68,3.03895320248065,0.5645098090171814
69,18.567962288264273,0.6396287679672241
70,17.336463637815886,0.7535154223442078
71,62.98927716096589,0.4650411605834961
72,36.029316919398724,0.5567734241485596
73,4.142400537324512,0.2504507899284363
74,60.65680386305511,0.41110748052597046
75,51.20934542321511,0.3454156517982483
76,2.505181602193016,0.38150063157081604
77,54.74330844509343,0.2900763154029846
78,71.45590591236127,0.3802645206451416
79,14.975947969123503,0.39537137746810913
80,33.48722929677459,0.8194898366928101
81,24.084807658033228,0.24597540497779846
82,64.13244802907245,0.7420522570610046
83,23.10329346550736,0.297626793384552
84,63.13571198194486,0.18779560923576355
85,29.68620711907715,0.9158321619033813
86,47.30341351903155,0.5932726860046387
87,43.01497984238038,0.2530679404735565
88,8.52995575611347,0.49251118302345276
89,63.32093834040162,0.29782435297966003
90,61.12631569176676,0.3578241467475891
91,42.01373989217741,0.6164973974227905
92,7.40369180436567,0.7733256816864014
93,52.31983846782043,0.34925344586372375
94,10.658012612501208,0.3299587666988373
95,3.0668556624117667,0.35991138219833374
96,41.28598050415844,0.3826192021369934
97,10.636341480847253,0.8067559003829956
98,62.14872844573391,0.24024498462677002
99,38.651750159508346,0.4919990003108978
100,16.093366322120943,0.3875844180583954
101,18.125070310452006,0.42205655574798584
102,22.650702488498148,0.3848302960395813
103,59.20226167590183,0.2541353106498718
104,14.552959006559862,0.36460888385772705
105,43.635987808893304,0.13492432236671448
106,71.55658375368054,0.5779546499252319
107,41.18891024460944,0.4182727336883545
108,34.091820313612324,0.6736425161361694
109,32.63713765819481,0.48227816820144653
110,15.449837725403706,0.27514392137527466
111,71.94840548399718,0.6945708394050598
112,12.751765669487845,0.5045534372329712
113,0.8408272781229261,0.4481988847255707
114,50.14196944676393,0.46852388978004456
115,29.419480181851213,0.9437832832336426
116,40.814631439736836,0.4435965418815613
117,8.583436818064664,0.5052205324172974
118,19.633881185180925,0.6895804405212402
119,50.95044234534138,0.39575427770614624
120,48.4503525040675,0.6844596862792969
121,0.17099387378841327,0.4790065586566925
122,54.75135749959941,0.7511968612670898
123,46.812055530749404,0.37251028418540955
124,32.88637964100639,0.42851993441581726
125,9.890442734675009,0.6709303259849548
126,65.52491216205532,0.6149444580078125
127,44.8803002865566,0.46467849612236023
